State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
MISSOURI,MO,MASTER'S,BURMA,FEMALE,2
MISSOURI,MO,MASTER'S,BURMA,MALE,6
MISSOURI,MO,MASTER'S,CANADA,FEMALE,2
MISSOURI,MO,MASTER'S,CANADA,MALE,1
MISSOURI,MO,MASTER'S,CHILE,FEMALE,1
MISSOURI,MO,MASTER'S,CHINA,FEMALE,371
MISSOURI,MO,MASTER'S,CHINA,MALE,611
MISSOURI,MO,MASTER'S,COLOMBIA,FEMALE,6
MISSOURI,MO,MASTER'S,COLOMBIA,MALE,2
MISSOURI,MO,MASTER'S,CONGO (KINSHASA),MALE,1
MISSOURI,MO,MASTER'S,COSTA RICA,MALE,1
MISSOURI,MO,MASTER'S,ECUADOR,MALE,1
MISSOURI,MO,MASTER'S,EGYPT,MALE,1
MISSOURI,MO,MASTER'S,FRANCE,MALE,1
MISSOURI,MO,MASTER'S,GEORGIA,MALE,2
MISSOURI,MO,MASTER'S,GERMANY,FEMALE,1
MISSOURI,MO,MASTER'S,GERMANY,MALE,3
MISSOURI,MO,MASTER'S,GHANA,FEMALE,1
MISSOURI,MO,MASTER'S,GHANA,MALE,4
MISSOURI,MO,MASTER'S,GUYANA,MALE,1
MISSOURI,MO,MASTER'S,HONDURAS,MALE,2
MISSOURI,MO,MASTER'S,HUNGARY,MALE,2
MISSOURI,MO,MASTER'S,INDIA,FEMALE,1862
MISSOURI,MO,MASTER'S,INDIA,MALE,5283
MISSOURI,MO,MASTER'S,INDONESIA,FEMALE,1
MISSOURI,MO,MASTER'S,INDONESIA,MALE,5
MISSOURI,MO,MASTER'S,IRAN,FEMALE,3
MISSOURI,MO,MASTER'S,IRAN,MALE,15
MISSOURI,MO,MASTER'S,IRAQ,FEMALE,1
MISSOURI,MO,MASTER'S,IRAQ,MALE,1
MISSOURI,MO,MASTER'S,ISRAEL,FEMALE,1
MISSOURI,MO,MASTER'S,ITALY,FEMALE,1
MISSOURI,MO,MASTER'S,ITALY,MALE,1
MISSOURI,MO,MASTER'S,JAPAN,FEMALE,1
MISSOURI,MO,MASTER'S,JAPAN,MALE,1
MISSOURI,MO,MASTER'S,JORDAN,FEMALE,3
MISSOURI,MO,MASTER'S,JORDAN,MALE,3
MISSOURI,MO,MASTER'S,KENYA,FEMALE,4
MISSOURI,MO,MASTER'S,KENYA,MALE,6
MISSOURI,MO,MASTER'S,KUWAIT,MALE,2
MISSOURI,MO,MASTER'S,LIBYA,FEMALE,2
MISSOURI,MO,MASTER'S,LIBYA,MALE,14
MISSOURI,MO,MASTER'S,MAURITIUS,FEMALE,1
MISSOURI,MO,MASTER'S,MEXICO,FEMALE,3
MISSOURI,MO,MASTER'S,MEXICO,MALE,2
MISSOURI,MO,MASTER'S,MOLDOVA,MALE,1
MISSOURI,MO,MASTER'S,MOROCCO,FEMALE,1
MISSOURI,MO,MASTER'S,MOROCCO,MALE,1
MISSOURI,MO,MASTER'S,NEPAL,FEMALE,16
MISSOURI,MO,MASTER'S,NEPAL,MALE,53
MISSOURI,MO,MASTER'S,NICARAGUA,MALE,1
MISSOURI,MO,MASTER'S,NIGERIA,FEMALE,6
MISSOURI,MO,MASTER'S,NIGERIA,MALE,27
MISSOURI,MO,MASTER'S,OMAN,FEMALE,1
MISSOURI,MO,MASTER'S,OMAN,MALE,2
MISSOURI,MO,MASTER'S,PAKISTAN,FEMALE,2
MISSOURI,MO,MASTER'S,PAKISTAN,MALE,5
MISSOURI,MO,MASTER'S,PANAMA,MALE,2
MISSOURI,MO,MASTER'S,PERU,FEMALE,1
MISSOURI,MO,MASTER'S,POLAND,MALE,1
MISSOURI,MO,MASTER'S,RUSSIA,FEMALE,2
MISSOURI,MO,MASTER'S,RUSSIA,MALE,2
MISSOURI,MO,MASTER'S,RWANDA,MALE,2
MISSOURI,MO,MASTER'S,SAUDI ARABIA,FEMALE,43
MISSOURI,MO,MASTER'S,SAUDI ARABIA,MALE,61
MISSOURI,MO,MASTER'S,SENEGAL,MALE,1
MISSOURI,MO,MASTER'S,SERBIA,MALE,2
MISSOURI,MO,MASTER'S,SLOVAKIA,MALE,1
MISSOURI,MO,MASTER'S,SOUTH AFRICA,FEMALE,1
MISSOURI,MO,MASTER'S,SOUTH AFRICA,MALE,2
MISSOURI,MO,MASTER'S,SOUTH KOREA,FEMALE,5
MISSOURI,MO,MASTER'S,SOUTH KOREA,MALE,11
MISSOURI,MO,MASTER'S,SPAIN,MALE,2
MISSOURI,MO,MASTER'S,SRI LANKA,FEMALE,6
MISSOURI,MO,MASTER'S,SRI LANKA,MALE,15
MISSOURI,MO,MASTER'S,SUDAN,MALE,2
MISSOURI,MO,MASTER'S,SWEDEN,MALE,1
MISSOURI,MO,MASTER'S,SYRIA,MALE,1
MISSOURI,MO,MASTER'S,TAIWAN,FEMALE,4
MISSOURI,MO,MASTER'S,TAIWAN,MALE,18
MISSOURI,MO,MASTER'S,THAILAND,FEMALE,2
MISSOURI,MO,MASTER'S,THAILAND,MALE,1
MISSOURI,MO,MASTER'S,TURKEY,FEMALE,1
MISSOURI,MO,MASTER'S,TURKEY,MALE,1
MISSOURI,MO,MASTER'S,UGANDA,FEMALE,1
MISSOURI,MO,MASTER'S,UKRAINE,FEMALE,1
MISSOURI,MO,MASTER'S,UNITED KINGDOM,MALE,1
MISSOURI,MO,MASTER'S,UZBEKISTAN,MALE,1
MISSOURI,MO,MASTER'S,VENEZUELA,MALE,2
MISSOURI,MO,MASTER'S,VIETNAM,FEMALE,5
MISSOURI,MO,MASTER'S,VIETNAM,MALE,8
MISSOURI,MO,MASTER'S,WEST BANK,FEMALE,1
MISSOURI,MO,MASTER'S,WEST BANK,MALE,2
MISSOURI,MO,MASTER'S,YEMEN,MALE,1
MISSOURI,MO,OTHER,CHINA,FEMALE,3
MISSOURI,MO,OTHER,CHINA,MALE,2
MISSOURI,MO,OTHER,CONGO (KINSHASA),FEMALE,1
MISSOURI,MO,OTHER,FRANCE,MALE,1
MISSOURI,MO,OTHER,GERMANY,FEMALE,1
MISSOURI,MO,OTHER,INDIA,MALE,1
MISSOURI,MO,OTHER,KENYA,MALE,1
MISSOURI,MO,OTHER,MONGOLIA,FEMALE,1
MISSOURI,MO,OTHER,NIGERIA,FEMALE,1
MISSOURI,MO,OTHER,NIGERIA,MALE,1
MISSOURI,MO,OTHER,VENEZUELA,FEMALE,1
MISSOURI,MO,OTHER,VENEZUELA,MALE,1
MISSISSIPPI,MS,ASSOCIATE,ANGOLA,MALE,1
MISSISSIPPI,MS,ASSOCIATE,"BAHAMAS, THE",FEMALE,1
MISSISSIPPI,MS,ASSOCIATE,COTE D'IVOIRE,FEMALE,1
MISSISSIPPI,MS,ASSOCIATE,HONDURAS,MALE,3
MISSISSIPPI,MS,ASSOCIATE,INDIA,FEMALE,1
MISSISSIPPI,MS,ASSOCIATE,KENYA,FEMALE,1
MISSISSIPPI,MS,ASSOCIATE,NEW ZEALAND,MALE,1
MISSISSIPPI,MS,ASSOCIATE,NICARAGUA,FEMALE,1
MISSISSIPPI,MS,ASSOCIATE,PORTUGAL,MALE,1
MISSISSIPPI,MS,ASSOCIATE,THAILAND,MALE,1
MISSISSIPPI,MS,ASSOCIATE,TRINIDAD AND TOBAGO,MALE,1
MISSISSIPPI,MS,ASSOCIATE,YEMEN,MALE,10
MISSISSIPPI,MS,BACHELOR'S,ALBANIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,ALBANIA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,AUSTRALIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,AZERBAIJAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,"BAHAMAS, THE",FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,"BAHAMAS, THE",MALE,5
MISSISSIPPI,MS,BACHELOR'S,BANGLADESH,FEMALE,2
MISSISSIPPI,MS,BACHELOR'S,BANGLADESH,MALE,7
MISSISSIPPI,MS,BACHELOR'S,BARBADOS,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,BARBADOS,MALE,1
MISSISSIPPI,MS,BACHELOR'S,BOSNIA AND HERZEGOVINA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,BRAZIL,FEMALE,2
MISSISSIPPI,MS,BACHELOR'S,BRAZIL,MALE,2
MISSISSIPPI,MS,BACHELOR'S,BURMA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,CAMEROON,FEMALE,5
MISSISSIPPI,MS,BACHELOR'S,CAMEROON,MALE,3
MISSISSIPPI,MS,BACHELOR'S,CANADA,FEMALE,6
MISSISSIPPI,MS,BACHELOR'S,CANADA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,CHILE,MALE,2
MISSISSIPPI,MS,BACHELOR'S,CHINA,FEMALE,8
MISSISSIPPI,MS,BACHELOR'S,CHINA,MALE,29
MISSISSIPPI,MS,BACHELOR'S,COLOMBIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,COLOMBIA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,CONGO (KINSHASA),MALE,1
MISSISSIPPI,MS,BACHELOR'S,CZECH REPUBLIC,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,DENMARK,MALE,2
MISSISSIPPI,MS,BACHELOR'S,ECUADOR,MALE,2
MISSISSIPPI,MS,BACHELOR'S,EGYPT,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,EGYPT,MALE,2
MISSISSIPPI,MS,BACHELOR'S,ETHIOPIA,FEMALE,16
MISSISSIPPI,MS,BACHELOR'S,ETHIOPIA,MALE,24
MISSISSIPPI,MS,BACHELOR'S,FRANCE,MALE,1
MISSISSIPPI,MS,BACHELOR'S,"GAMBIA, THE",FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,"GAMBIA, THE",MALE,1
MISSISSIPPI,MS,BACHELOR'S,GERMANY,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,GERMANY,MALE,1
MISSISSIPPI,MS,BACHELOR'S,GHANA,FEMALE,2
MISSISSIPPI,MS,BACHELOR'S,GHANA,MALE,4
MISSISSIPPI,MS,BACHELOR'S,GREECE,MALE,1
MISSISSIPPI,MS,BACHELOR'S,GUATEMALA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,GUYANA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,ICELAND,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,INDIA,FEMALE,21
MISSISSIPPI,MS,BACHELOR'S,INDIA,MALE,51
MISSISSIPPI,MS,BACHELOR'S,INDONESIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,IRAN,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,IRAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,ISRAEL,MALE,2
MISSISSIPPI,MS,BACHELOR'S,ITALY,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,JAMAICA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,JAMAICA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,JORDAN,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,JORDAN,MALE,2
MISSISSIPPI,MS,BACHELOR'S,KAZAKHSTAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,KENYA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,KENYA,MALE,5
MISSISSIPPI,MS,BACHELOR'S,KUWAIT,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,KUWAIT,MALE,1
MISSISSIPPI,MS,BACHELOR'S,LEBANON,MALE,1
MISSISSIPPI,MS,BACHELOR'S,LIBERIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,LIBYA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,MACEDONIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,MALAYSIA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,MALAYSIA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,MAURITANIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,MAURITIUS,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,MEXICO,MALE,3
MISSISSIPPI,MS,BACHELOR'S,MOLDOVA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,NEPAL,FEMALE,25
MISSISSIPPI,MS,BACHELOR'S,NEPAL,MALE,67
MISSISSIPPI,MS,BACHELOR'S,NIGERIA,FEMALE,12
MISSISSIPPI,MS,BACHELOR'S,NIGERIA,MALE,19
MISSISSIPPI,MS,BACHELOR'S,OMAN,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,OMAN,MALE,20
MISSISSIPPI,MS,BACHELOR'S,PAKISTAN,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,PAKISTAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,PERU,MALE,3
MISSISSIPPI,MS,BACHELOR'S,PORTUGAL,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,PORTUGAL,MALE,1
MISSISSIPPI,MS,BACHELOR'S,ROMANIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,RUSSIA,MALE,2
MISSISSIPPI,MS,BACHELOR'S,RWANDA,FEMALE,4
MISSISSIPPI,MS,BACHELOR'S,RWANDA,MALE,10
MISSISSIPPI,MS,BACHELOR'S,SAUDI ARABIA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,SAUDI ARABIA,MALE,25
MISSISSIPPI,MS,BACHELOR'S,SERBIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,SERBIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,SLOVAKIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,SLOVENIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,SOUTH AFRICA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,SOUTH KOREA,FEMALE,2
MISSISSIPPI,MS,BACHELOR'S,SOUTH KOREA,MALE,9
MISSISSIPPI,MS,BACHELOR'S,SPAIN,MALE,5
MISSISSIPPI,MS,BACHELOR'S,SRI LANKA,FEMALE,2
MISSISSIPPI,MS,BACHELOR'S,SRI LANKA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,SUDAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,SWEDEN,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,SWEDEN,MALE,2
MISSISSIPPI,MS,BACHELOR'S,SYRIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,SYRIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,TAIWAN,MALE,1
MISSISSIPPI,MS,BACHELOR'S,TANZANIA,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,TANZANIA,MALE,1
MISSISSIPPI,MS,BACHELOR'S,THAILAND,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,TRINIDAD AND TOBAGO,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,TURKS AND CAICOS ISLANDS,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,UKRAINE,FEMALE,1
MISSISSIPPI,MS,BACHELOR'S,UNITED KINGDOM,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,UNITED KINGDOM,MALE,2
MISSISSIPPI,MS,BACHELOR'S,VENEZUELA,FEMALE,3
MISSISSIPPI,MS,BACHELOR'S,VENEZUELA,MALE,5
MISSISSIPPI,MS,BACHELOR'S,VIETNAM,FEMALE,10
MISSISSIPPI,MS,BACHELOR'S,VIETNAM,MALE,10
MISSISSIPPI,MS,BACHELOR'S,YEMEN,MALE,4
MISSISSIPPI,MS,BACHELOR'S,ZIMBABWE,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,ARGENTINA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,ARMENIA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,ARMENIA,MALE,1
MISSISSIPPI,MS,DOCTORATE,"BAHAMAS, THE",FEMALE,2
MISSISSIPPI,MS,DOCTORATE,BANGLADESH,FEMALE,8
MISSISSIPPI,MS,DOCTORATE,BANGLADESH,MALE,27
MISSISSIPPI,MS,DOCTORATE,BELGIUM,MALE,1
MISSISSIPPI,MS,DOCTORATE,BRAZIL,FEMALE,3
MISSISSIPPI,MS,DOCTORATE,BRAZIL,MALE,3
MISSISSIPPI,MS,DOCTORATE,BULGARIA,MALE,1
MISSISSIPPI,MS,DOCTORATE,CAMEROON,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,CAMEROON,MALE,4
MISSISSIPPI,MS,DOCTORATE,CANADA,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,CANADA,MALE,1
MISSISSIPPI,MS,DOCTORATE,CHINA,FEMALE,55
MISSISSIPPI,MS,DOCTORATE,CHINA,MALE,87
MISSISSIPPI,MS,DOCTORATE,COLOMBIA,FEMALE,4
MISSISSIPPI,MS,DOCTORATE,COLOMBIA,MALE,6
MISSISSIPPI,MS,DOCTORATE,CROATIA,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,DOMINICA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,EGYPT,FEMALE,3
MISSISSIPPI,MS,DOCTORATE,EGYPT,MALE,1
MISSISSIPPI,MS,DOCTORATE,ERITREA,MALE,1
MISSISSIPPI,MS,DOCTORATE,ETHIOPIA,MALE,2
MISSISSIPPI,MS,DOCTORATE,FRANCE,MALE,2
MISSISSIPPI,MS,DOCTORATE,GHANA,MALE,7
MISSISSIPPI,MS,DOCTORATE,GREECE,MALE,1
MISSISSIPPI,MS,DOCTORATE,GUYANA,MALE,1
MISSISSIPPI,MS,DOCTORATE,HONG KONG,MALE,1
MISSISSIPPI,MS,DOCTORATE,INDIA,FEMALE,45
MISSISSIPPI,MS,DOCTORATE,INDIA,MALE,90
MISSISSIPPI,MS,DOCTORATE,INDONESIA,MALE,2
MISSISSIPPI,MS,DOCTORATE,IRAN,FEMALE,20
MISSISSIPPI,MS,DOCTORATE,IRAN,MALE,34
MISSISSIPPI,MS,DOCTORATE,IRAQ,MALE,2
MISSISSIPPI,MS,DOCTORATE,ITALY,MALE,2
MISSISSIPPI,MS,DOCTORATE,JORDAN,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,JORDAN,MALE,10
MISSISSIPPI,MS,DOCTORATE,KENYA,MALE,2
MISSISSIPPI,MS,DOCTORATE,LEBANON,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,LEBANON,MALE,1
MISSISSIPPI,MS,DOCTORATE,LIBYA,MALE,2
MISSISSIPPI,MS,DOCTORATE,MALAYSIA,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,MALAYSIA,MALE,1
MISSISSIPPI,MS,DOCTORATE,MEXICO,MALE,1
MISSISSIPPI,MS,DOCTORATE,MOLDOVA,MALE,1
MISSISSIPPI,MS,DOCTORATE,NEPAL,FEMALE,10
MISSISSIPPI,MS,DOCTORATE,NEPAL,MALE,54
MISSISSIPPI,MS,DOCTORATE,NIGER,MALE,1
MISSISSIPPI,MS,DOCTORATE,NIGERIA,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,NIGERIA,MALE,13
MISSISSIPPI,MS,DOCTORATE,PAKISTAN,MALE,3
MISSISSIPPI,MS,DOCTORATE,PANAMA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,PHILIPPINES,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,ROMANIA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,SAUDI ARABIA,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,SAUDI ARABIA,MALE,9
MISSISSIPPI,MS,DOCTORATE,SOUTH KOREA,FEMALE,4
MISSISSIPPI,MS,DOCTORATE,SOUTH KOREA,MALE,13
MISSISSIPPI,MS,DOCTORATE,SPAIN,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,SRI LANKA,FEMALE,22
MISSISSIPPI,MS,DOCTORATE,SRI LANKA,MALE,19
MISSISSIPPI,MS,DOCTORATE,TAIWAN,FEMALE,3
MISSISSIPPI,MS,DOCTORATE,TAIWAN,MALE,3
MISSISSIPPI,MS,DOCTORATE,TANZANIA,MALE,1
MISSISSIPPI,MS,DOCTORATE,THAILAND,FEMALE,2
MISSISSIPPI,MS,DOCTORATE,THAILAND,MALE,1
MISSISSIPPI,MS,DOCTORATE,TRINIDAD AND TOBAGO,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,TRINIDAD AND TOBAGO,MALE,1
MISSISSIPPI,MS,DOCTORATE,TURKEY,FEMALE,3
MISSISSIPPI,MS,DOCTORATE,TURKEY,MALE,1
MISSISSIPPI,MS,DOCTORATE,TURKMENISTAN,MALE,1
MISSISSIPPI,MS,DOCTORATE,UNITED KINGDOM,FEMALE,1
MISSISSIPPI,MS,DOCTORATE,UNITED KINGDOM,MALE,2
MISSISSIPPI,MS,DOCTORATE,VENEZUELA,MALE,1
MISSISSIPPI,MS,DOCTORATE,VIETNAM,MALE,1
MISSISSIPPI,MS,DOCTORATE,YEMEN,MALE,2
MISSISSIPPI,MS,DOCTORATE,ZIMBABWE,MALE,2
MISSISSIPPI,MS,LANGUAGE TRAINING,SAUDI ARABIA,MALE,1
MISSISSIPPI,MS,MASTER'S,ALBANIA,MALE,1
MISSISSIPPI,MS,MASTER'S,"BAHAMAS, THE",MALE,3
MISSISSIPPI,MS,MASTER'S,BAHRAIN,MALE,1
MISSISSIPPI,MS,MASTER'S,BANGLADESH,MALE,5
MISSISSIPPI,MS,MASTER'S,BRAZIL,FEMALE,3
MISSISSIPPI,MS,MASTER'S,BURKINA FASO,MALE,1
MISSISSIPPI,MS,MASTER'S,CAMEROON,FEMALE,1
MISSISSIPPI,MS,MASTER'S,CANADA,FEMALE,1
MISSISSIPPI,MS,MASTER'S,CANADA,MALE,1
MISSISSIPPI,MS,MASTER'S,CHINA,FEMALE,18
MISSISSIPPI,MS,MASTER'S,CHINA,MALE,34
MISSISSIPPI,MS,MASTER'S,COLOMBIA,MALE,2
MISSISSIPPI,MS,MASTER'S,COTE D'IVOIRE,MALE,1
MISSISSIPPI,MS,MASTER'S,DENMARK,MALE,1
MISSISSIPPI,MS,MASTER'S,DOMINICAN REPUBLIC,MALE,1
MISSISSIPPI,MS,MASTER'S,ECUADOR,FEMALE,1
MISSISSIPPI,MS,MASTER'S,ETHIOPIA,FEMALE,1
MISSISSIPPI,MS,MASTER'S,ETHIOPIA,MALE,1
MISSISSIPPI,MS,MASTER'S,FIJI,MALE,1
MISSISSIPPI,MS,MASTER'S,FRANCE,FEMALE,1
MISSISSIPPI,MS,MASTER'S,"GAMBIA, THE",MALE,1
MISSISSIPPI,MS,MASTER'S,GAZA STRIP,MALE,1
MISSISSIPPI,MS,MASTER'S,GHANA,FEMALE,2
MISSISSIPPI,MS,MASTER'S,GHANA,MALE,7
MISSISSIPPI,MS,MASTER'S,HONDURAS,FEMALE,1
MISSISSIPPI,MS,MASTER'S,HONG KONG,MALE,1
MISSISSIPPI,MS,MASTER'S,INDIA,FEMALE,93
MISSISSIPPI,MS,MASTER'S,INDIA,MALE,264
MISSISSIPPI,MS,MASTER'S,IRAN,FEMALE,10
MISSISSIPPI,MS,MASTER'S,IRAN,MALE,7
MISSISSIPPI,MS,MASTER'S,IRAQ,FEMALE,1
MISSISSIPPI,MS,MASTER'S,ITALY,FEMALE,1
MISSISSIPPI,MS,MASTER'S,JAMAICA,FEMALE,1
MISSISSIPPI,MS,MASTER'S,JAPAN,MALE,1
MISSISSIPPI,MS,MASTER'S,JORDAN,MALE,1
MISSISSIPPI,MS,MASTER'S,KAZAKHSTAN,FEMALE,1
MISSISSIPPI,MS,MASTER'S,KENYA,MALE,1
MISSISSIPPI,MS,MASTER'S,MAURITIUS,MALE,1
MISSISSIPPI,MS,MASTER'S,MOROCCO,FEMALE,12
MISSISSIPPI,MS,MASTER'S,MOROCCO,MALE,9
MISSISSIPPI,MS,MASTER'S,NEPAL,FEMALE,7
MISSISSIPPI,MS,MASTER'S,NEPAL,MALE,23
MISSISSIPPI,MS,MASTER'S,NIGERIA,FEMALE,6
MISSISSIPPI,MS,MASTER'S,NIGERIA,MALE,15
MISSISSIPPI,MS,MASTER'S,PAKISTAN,MALE,2
MISSISSIPPI,MS,MASTER'S,PORTUGAL,MALE,1
MISSISSIPPI,MS,MASTER'S,ROMANIA,MALE,1
MISSISSIPPI,MS,MASTER'S,RUSSIA,FEMALE,2
MISSISSIPPI,MS,MASTER'S,RUSSIA,MALE,1
MISSISSIPPI,MS,MASTER'S,RWANDA,MALE,2
MISSISSIPPI,MS,MASTER'S,SAUDI ARABIA,FEMALE,28
MISSISSIPPI,MS,MASTER'S,SAUDI ARABIA,MALE,14
MISSISSIPPI,MS,MASTER'S,SOUTH AFRICA,FEMALE,1
MISSISSIPPI,MS,MASTER'S,SOUTH KOREA,FEMALE,2
MISSISSIPPI,MS,MASTER'S,SOUTH KOREA,MALE,2
MISSISSIPPI,MS,MASTER'S,SRI LANKA,FEMALE,3
MISSISSIPPI,MS,MASTER'S,SRI LANKA,MALE,3
MISSISSIPPI,MS,MASTER'S,SUDAN,MALE,1
MISSISSIPPI,MS,MASTER'S,TAIWAN,FEMALE,1
MISSISSIPPI,MS,MASTER'S,TAIWAN,MALE,2
MISSISSIPPI,MS,MASTER'S,TURKEY,MALE,1
MISSISSIPPI,MS,MASTER'S,UNITED KINGDOM,FEMALE,2
MISSISSIPPI,MS,MASTER'S,UNITED KINGDOM,MALE,2
MISSISSIPPI,MS,MASTER'S,URUGUAY,MALE,1
MISSISSIPPI,MS,MASTER'S,VIETNAM,MALE,1
MISSISSIPPI,MS,MASTER'S,YEMEN,MALE,1
MONTANA,MT,ASSOCIATE,BURKINA FASO,MALE,1
MONTANA,MT,ASSOCIATE,CANADA,FEMALE,1
MONTANA,MT,ASSOCIATE,CHINA,MALE,1
MONTANA,MT,ASSOCIATE,KENYA,FEMALE,1
MONTANA,MT,ASSOCIATE,KENYA,MALE,1
MONTANA,MT,ASSOCIATE,NEPAL,MALE,1
MONTANA,MT,BACHELOR'S,ANGOLA,FEMALE,2
MONTANA,MT,BACHELOR'S,ANGOLA,MALE,1
MONTANA,MT,BACHELOR'S,AUSTRALIA,MALE,4
MONTANA,MT,BACHELOR'S,BANGLADESH,MALE,4
MONTANA,MT,BACHELOR'S,BELGIUM,MALE,1
MONTANA,MT,BACHELOR'S,BRAZIL,FEMALE,2
MONTANA,MT,BACHELOR'S,BRAZIL,MALE,8
MONTANA,MT,BACHELOR'S,BRUNEI,MALE,1
MONTANA,MT,BACHELOR'S,BURMA,FEMALE,1
MONTANA,MT,BACHELOR'S,BURMA,MALE,1
MONTANA,MT,BACHELOR'S,CAMBODIA,FEMALE,1
MONTANA,MT,BACHELOR'S,CAMEROON,MALE,1
MONTANA,MT,BACHELOR'S,CANADA,FEMALE,16
MONTANA,MT,BACHELOR'S,CANADA,MALE,87
MONTANA,MT,BACHELOR'S,CHINA,FEMALE,12
MONTANA,MT,BACHELOR'S,CHINA,MALE,28
MONTANA,MT,BACHELOR'S,CONGO (KINSHASA),MALE,1
MONTANA,MT,BACHELOR'S,CZECH REPUBLIC,MALE,1
MONTANA,MT,BACHELOR'S,DENMARK,FEMALE,1
MONTANA,MT,BACHELOR'S,ECUADOR,FEMALE,1
MONTANA,MT,BACHELOR'S,EGYPT,MALE,2
MONTANA,MT,BACHELOR'S,GERMANY,FEMALE,3
MONTANA,MT,BACHELOR'S,GERMANY,MALE,1
MONTANA,MT,BACHELOR'S,GUATEMALA,MALE,1
MONTANA,MT,BACHELOR'S,HONG KONG,FEMALE,1
MONTANA,MT,BACHELOR'S,INDIA,FEMALE,1
MONTANA,MT,BACHELOR'S,INDIA,MALE,10
MONTANA,MT,BACHELOR'S,INDONESIA,MALE,3
